source_key,folder,frame_index,source_path,split,role,pair_key
folder_4_frame_87,4,87,D:\iccd\data\20260319\4\87-Camera1[20600555].tif,train,target_member,folder_4_block_10
folder_4_frame_88,4,88,D:\iccd\data\20260319\4\88-Camera1[20600555].tif,train,target_member,folder_4_block_10
folder_4_frame_89,4,89,D:\iccd\data\20260319\4\89-Camera1[20600555].tif,train,target_member,folder_4_block_10
folder_4_frame_90,4,90,D:\iccd\data\20260319\4\90-Camera1[20600555].tif,train,target_member,folder_4_block_10
folder_4_frame_91,4,91,D:\iccd\data\20260319\4\91-Camera1[20600555].tif,train,input,folder_4_block_11
folder_4_frame_92,4,92,D:\iccd\data\20260319\4\92-Camera1[20600555].tif,train,target_member,folder_4_block_11
folder_4_frame_93,4,93,D:\iccd\data\20260319\4\93-Camera1[20600555].tif,train,target_member,folder_4_block_11
folder_4_frame_94,4,94,D:\iccd\data\20260319\4\94-Camera1[20600555].tif,train,target_member,folder_4_block_11
folder_4_frame_95,4,95,D:\iccd\data\20260319\4\95-Camera1[20600555].tif,train,target_member,folder_4_block_11
folder_4_frame_96,4,96,D:\iccd\data\20260319\4\96-Camera1[20600555].tif,train,target_member,folder_4_block_11
folder_4_frame_97,4,97,D:\iccd\data\20260319\4\97-Camera1[20600555].tif,train,target_member,folder_4_block_11
folder_4_frame_98,4,98,D:\iccd\data\20260319\4\98-Camera1[20600555].tif,train,target_member,folder_4_block_11
folder_4_frame_99,4,99,D:\iccd\data\20260319\4\99-Camera1[20600555].tif,train,target_member,folder_4_block_11
folder_4_frame_100,4,100,D:\iccd\data\20260319\4\100-Camera1[20600555].tif,train,input,folder_4_block_12
folder_4_frame_101,4,101,D:\iccd\data\20260319\4\101-Camera1[20600555].tif,train,target_member,folder_4_block_12
folder_4_frame_102,4,102,D:\iccd\data\20260319\4\102-Camera1[20600555].tif,train,target_member,folder_4_block_12
folder_4_frame_103,4,103,D:\iccd\data\20260319\4\103-Camera1[20600555].tif,train,target_member,folder_4_block_12
folder_4_frame_104,4,104,D:\iccd\data\20260319\4\104-Camera1[20600555].tif,train,target_member,folder_4_block_12
folder_4_frame_105,4,105,D:\iccd\data\20260319\4\105-Camera1[20600555].tif,train,target_member,folder_4_block_12
folder_4_frame_106,4,106,D:\iccd\data\20260319\4\106-Camera1[20600555].tif,train,target_member,folder_4_block_12
folder_4_frame_107,4,107,D:\iccd\data\20260319\4\107-Camera1[20600555].tif,train,target_member,folder_4_block_12
folder_4_frame_108,4,108,D:\iccd\data\20260319\4\108-Camera1[20600555].tif,train,target_member,folder_4_block_12
folder_4_frame_109,4,109,D:\iccd\data\20260319\4\109-Camera1[20600555].tif,train,input,folder_4_block_13
folder_4_frame_110,4,110,D:\iccd\data\20260319\4\110-Camera1[20600555].tif,train,target_member,folder_4_block_13
folder_4_frame_111,4,111,D:\iccd\data\20260319\4\111-Camera1[20600555].tif,train,target_member,folder_4_block_13
folder_4_frame_112,4,112,D:\iccd\data\20260319\4\112-Camera1[20600555].tif,train,target_member,folder_4_block_13
folder_4_frame_113,4,113,D:\iccd\data\20260319\4\113-Camera1[20600555].tif,train,target_member,folder_4_block_13
folder_4_frame_114,4,114,D:\iccd\data\20260319\4\114-Camera1[20600555].tif,train,target_member,folder_4_block_13
folder_4_frame_115,4,115,D:\iccd\data\20260319\4\115-Camera1[20600555].tif,train,target_member,folder_4_block_13
folder_4_frame_116,4,116,D:\iccd\data\20260319\4\116-Camera1[20600555].tif,train,target_member,folder_4_block_13
folder_4_frame_117,4,117,D:\iccd\data\20260319\4\117-Camera1[20600555].tif,train,target_member,folder_4_block_13
folder_4_frame_118,4,118,D:\iccd\data\20260319\4\118-Camera1[20600555].tif,train,input,folder_4_block_14
folder_4_frame_119,4,119,D:\iccd\data\20260319\4\119-Camera1[20600555].tif,train,target_member,folder_4_block_14
folder_4_frame_120,4,120,D:\iccd\data\20260319\4\120-Camera1[20600555].tif,train,target_member,folder_4_block_14
folder_4_frame_121,4,121,D:\iccd\data\20260319\4\121-Camera1[20600555].tif,train,target_member,folder_4_block_14
folder_4_frame_122,4,122,D:\iccd\data\20260319\4\122-Camera1[20600555].tif,train,target_member,folder_4_block_14
folder_4_frame_123,4,123,D:\iccd\data\20260319\4\123-Camera1[20600555].tif,train,target_member,folder_4_block_14
folder_4_frame_124,4,124,D:\iccd\data\20260319\4\124-Camera1[20600555].tif,train,target_member,folder_4_block_14
folder_4_frame_125,4,125,D:\iccd\data\20260319\4\125-Camera1[20600555].tif,train,target_member,folder_4_block_14
folder_4_frame_126,4,126,D:\iccd\data\20260319\4\126-Camera1[20600555].tif,train,target_member,folder_4_block_14
folder_4_frame_127,4,127,D:\iccd\data\20260319\4\127-Camera1[20600555].tif,train,input,folder_4_block_15
folder_4_frame_128,4,128,D:\iccd\data\20260319\4\128-Camera1[20600555].tif,train,target_member,folder_4_block_15
folder_4_frame_129,4,129,D:\iccd\data\20260319\4\129-Camera1[20600555].tif,train,target_member,folder_4_block_15
folder_4_frame_130,4,130,D:\iccd\data\20260319\4\130-Camera1[20600555].tif,train,target_member,folder_4_block_15
folder_4_frame_131,4,131,D:\iccd\data\20260319\4\131-Camera1[20600555].tif,train,target_member,folder_4_block_15
folder_4_frame_132,4,132,D:\iccd\data\20260319\4\132-Camera1[20600555].tif,train,target_member,folder_4_block_15
folder_4_frame_133,4,133,D:\iccd\data\20260319\4\133-Camera1[20600555].tif,train,target_member,folder_4_block_15
folder_4_frame_134,4,134,D:\iccd\data\20260319\4\134-Camera1[20600555].tif,train,target_member,folder_4_block_15
folder_4_frame_135,4,135,D:\iccd\data\20260319\4\135-Camera1[20600555].tif,train,target_member,folder_4_block_15
folder_4_frame_136,4,136,D:\iccd\data\20260319\4\136-Camera1[20600555].tif,train,input,folder_4_block_16
folder_4_frame_137,4,137,D:\iccd\data\20260319\4\137-Camera1[20600555].tif,train,target_member,folder_4_block_16
folder_4_frame_138,4,138,D:\iccd\data\20260319\4\138-Camera1[20600555].tif,train,target_member,folder_4_block_16
folder_4_frame_139,4,139,D:\iccd\data\20260319\4\139-Camera1[20600555].tif,train,target_member,folder_4_block_16
folder_4_frame_140,4,140,D:\iccd\data\20260319\4\140-Camera1[20600555].tif,train,target_member,folder_4_block_16
folder_4_frame_141,4,141,D:\iccd\data\20260319\4\141-Camera1[20600555].tif,train,target_member,folder_4_block_16
folder_4_frame_142,4,142,D:\iccd\data\20260319\4\142-Camera1[20600555].tif,train,target_member,folder_4_block_16
folder_4_frame_143,4,143,D:\iccd\data\20260319\4\143-Camera1[20600555].tif,train,target_member,folder_4_block_16
folder_4_frame_144,4,144,D:\iccd\data\20260319\4\144-Camera1[20600555].tif,train,target_member,folder_4_block_16
folder_4_frame_145,4,145,D:\iccd\data\20260319\4\145-Camera1[20600555].tif,train,input,folder_4_block_17
folder_4_frame_146,4,146,D:\iccd\data\20260319\4\146-Camera1[20600555].tif,train,target_member,folder_4_block_17
folder_4_frame_147,4,147,D:\iccd\data\20260319\4\147-Camera1[20600555].tif,train,target_member,folder_4_block_17
folder_4_frame_148,4,148,D:\iccd\data\20260319\4\148-Camera1[20600555].tif,train,target_member,folder_4_block_17
folder_4_frame_149,4,149,D:\iccd\data\20260319\4\149-Camera1[20600555].tif,train,target_member,folder_4_block_17
folder_4_frame_150,4,150,D:\iccd\data\20260319\4\150-Camera1[20600555].tif,train,target_member,folder_4_block_17
folder_4_frame_151,4,151,D:\iccd\data\20260319\4\151-Camera1[20600555].tif,train,target_member,folder_4_block_17
folder_4_frame_152,4,152,D:\iccd\data\20260319\4\152-Camera1[20600555].tif,train,target_member,folder_4_block_17
folder_4_frame_153,4,153,D:\iccd\data\20260319\4\153-Camera1[20600555].tif,train,target_member,folder_4_block_17
folder_4_frame_154,4,154,D:\iccd\data\20260319\4\154-Camera1[20600555].tif,train,input,folder_4_block_18
folder_4_frame_155,4,155,D:\iccd\data\20260319\4\155-Camera1[20600555].tif,train,target_member,folder_4_block_18
folder_4_frame_156,4,156,D:\iccd\data\20260319\4\156-Camera1[20600555].tif,train,target_member,folder_4_block_18
folder_4_frame_157,4,157,D:\iccd\data\20260319\4\157-Camera1[20600555].tif,train,target_member,folder_4_block_18
folder_4_frame_158,4,158,D:\iccd\data\20260319\4\158-Camera1[20600555].tif,train,target_member,folder_4_block_18
folder_4_frame_159,4,159,D:\iccd\data\20260319\4\159-Camera1[20600555].tif,train,target_member,folder_4_block_18
folder_4_frame_160,4,160,D:\iccd\data\20260319\4\160-Camera1[20600555].tif,train,target_member,folder_4_block_18
folder_4_frame_161,4,161,D:\iccd\data\20260319\4\161-Camera1[20600555].tif,train,target_member,folder_4_block_18
folder_4_frame_162,4,162,D:\iccd\data\20260319\4\162-Camera1[20600555].tif,train,target_member,folder_4_block_18
folder_4_frame_163,4,163,D:\iccd\data\20260319\4\163-Camera1[20600555].tif,train,input,folder_4_block_19
folder_4_frame_164,4,164,D:\iccd\data\20260319\4\164-Camera1[20600555].tif,train,target_member,folder_4_block_19
folder_4_frame_165,4,165,D:\iccd\data\20260319\4\165-Camera1[20600555].tif,train,target_member,folder_4_block_19
folder_4_frame_166,4,166,D:\iccd\data\20260319\4\166-Camera1[20600555].tif,train,target_member,folder_4_block_19
folder_4_frame_167,4,167,D:\iccd\data\20260319\4\167-Camera1[20600555].tif,train,target_member,folder_4_block_19
folder_4_frame_168,4,168,D:\iccd\data\20260319\4\168-Camera1[20600555].tif,train,target_member,folder_4_block_19
folder_4_frame_169,4,169,D:\iccd\data\20260319\4\169-Camera1[20600555].tif,train,target_member,folder_4_block_19
folder_4_frame_170,4,170,D:\iccd\data\20260319\4\170-Camera1[20600555].tif,train,target_member,folder_4_block_19
folder_4_frame_171,4,171,D:\iccd\data\20260319\4\171-Camera1[20600555].tif,train,target_member,folder_4_block_19
folder_4_frame_172,4,172,D:\iccd\data\20260319\4\172-Camera1[20600555].tif,train,input,folder_4_block_20
folder_4_frame_173,4,173,D:\iccd\data\20260319\4\173-Camera1[20600555].tif,train,target_member,folder_4_block_20
folder_4_frame_174,4,174,D:\iccd\data\20260319\4\174-Camera1[20600555].tif,train,target_member,folder_4_block_20
folder_4_frame_175,4,175,D:\iccd\data\20260319\4\175-Camera1[20600555].tif,train,target_member,folder_4_block_20
folder_4_frame_176,4,176,D:\iccd\data\20260319\4\176-Camera1[20600555].tif,train,target_member,folder_4_block_20
folder_4_frame_177,4,177,D:\iccd\data\20260319\4\177-Camera1[20600555].tif,train,target_member,folder_4_block_20
folder_4_frame_178,4,178,D:\iccd\data\20260319\4\178-Camera1[20600555].tif,train,target_member,folder_4_block_20
folder_4_frame_179,4,179,D:\iccd\data\20260319\4\179-Camera1[20600555].tif,train,target_member,folder_4_block_20
folder_4_frame_180,4,180,D:\iccd\data\20260319\4\180-Camera1[20600555].tif,train,target_member,folder_4_block_20
folder_4_frame_181,4,181,D:\iccd\data\20260319\4\181-Camera1[20600555].tif,train,input,folder_4_block_21
folder_4_frame_182,4,182,D:\iccd\data\20260319\4\182-Camera1[20600555].tif,train,target_member,folder_4_block_21
folder_4_frame_183,4,183,D:\iccd\data\20260319\4\183-Camera1[20600555].tif,train,target_member,folder_4_block_21
folder_4_frame_184,4,184,D:\iccd\data\20260319\4\184-Camera1[20600555].tif,train,target_member,folder_4_block_21
folder_4_frame_185,4,185,D:\iccd\data\20260319\4\185-Camera1[20600555].tif,train,target_member,folder_4_block_21
folder_4_frame_186,4,186,D:\iccd\data\20260319\4\186-Camera1[20600555].tif,train,target_member,folder_4_block_21
folder_4_frame_187,4,187,D:\iccd\data\20260319\4\187-Camera1[20600555].tif,train,target_member,folder_4_block_21
folder_4_frame_188,4,188,D:\iccd\data\20260319\4\188-Camera1[20600555].tif,train,target_member,folder_4_block_21
folder_4_frame_189,4,189,D:\iccd\data\20260319\4\189-Camera1[20600555].tif,train,target_member,folder_4_block_21
folder_4_frame_190,4,190,D:\iccd\data\20260319\4\190-Camera1[20600555].tif,train,input,folder_4_block_22
folder_4_frame_191,4,191,D:\iccd\data\20260319\4\191-Camera1[20600555].tif,train,target_member,folder_4_block_22
folder_4_frame_192,4,192,D:\iccd\data\20260319\4\192-Camera1[20600555].tif,train,target_member,folder_4_block_22
folder_4_frame_193,4,193,D:\iccd\data\20260319\4\193-Camera1[20600555].tif,train,target_member,folder_4_block_22
folder_4_frame_194,4,194,D:\iccd\data\20260319\4\194-Camera1[20600555].tif,train,target_member,folder_4_block_22
folder_4_frame_195,4,195,D:\iccd\data\20260319\4\195-Camera1[20600555].tif,train,target_member,folder_4_block_22
folder_4_frame_196,4,196,D:\iccd\data\20260319\4\196-Camera1[20600555].tif,train,target_member,folder_4_block_22
folder_4_frame_197,4,197,D:\iccd\data\20260319\4\197-Camera1[20600555].tif,train,target_member,folder_4_block_22
folder_4_frame_198,4,198,D:\iccd\data\20260319\4\198-Camera1[20600555].tif,train,target_member,folder_4_block_22
folder_5_frame_1,5,1,D:\iccd\data\20260319\5\1-Camera1[20600555].tif,train,input,folder_5_block_01
folder_5_frame_2,5,2,D:\iccd\data\20260319\5\2-Camera1[20600555].tif,train,target_member,folder_5_block_01
folder_5_frame_3,5,3,D:\iccd\data\20260319\5\3-Camera1[20600555].tif,train,target_member,folder_5_block_01
folder_5_frame_4,5,4,D:\iccd\data\20260319\5\4-Camera1[20600555].tif,train,target_member,folder_5_block_01
folder_5_frame_5,5,5,D:\iccd\data\20260319\5\5-Camera1[20600555].tif,train,target_member,folder_5_block_01
folder_5_frame_6,5,6,D:\iccd\data\20260319\5\6-Camera1[20600555].tif,train,target_member,folder_5_block_01
folder_5_frame_7,5,7,D:\iccd\data\20260319\5\7-Camera1[20600555].tif,train,target_member,folder_5_block_01
folder_5_frame_8,5,8,D:\iccd\data\20260319\5\8-Camera1[20600555].tif,train,target_member,folder_5_block_01
folder_5_frame_9,5,9,D:\iccd\data\20260319\5\9-Camera1[20600555].tif,train,target_member,folder_5_block_01
folder_5_frame_10,5,10,D:\iccd\data\20260319\5\10-Camera1[20600555].tif,train,input,folder_5_block_02
folder_5_frame_11,5,11,D:\iccd\data\20260319\5\11-Camera1[20600555].tif,train,target_member,folder_5_block_02
folder_5_frame_12,5,12,D:\iccd\data\20260319\5\12-Camera1[20600555].tif,train,target_member,folder_5_block_02
folder_5_frame_13,5,13,D:\iccd\data\20260319\5\13-Camera1[20600555].tif,train,target_member,folder_5_block_02
folder_5_frame_14,5,14,D:\iccd\data\20260319\5\14-Camera1[20600555].tif,train,target_member,folder_5_block_02
folder_5_frame_15,5,15,D:\iccd\data\20260319\5\15-Camera1[20600555].tif,train,target_member,folder_5_block_02
folder_5_frame_16,5,16,D:\iccd\data\20260319\5\16-Camera1[20600555].tif,train,target_member,folder_5_block_02
folder_5_frame_17,5,17,D:\iccd\data\20260319\5\17-Camera1[20600555].tif,train,target_member,folder_5_block_02
folder_5_frame_18,5,18,D:\iccd\data\20260319\5\18-Camera1[20600555].tif,train,target_member,folder_5_block_02
folder_5_frame_19,5,19,D:\iccd\data\20260319\5\19-Camera1[20600555].tif,train,input,folder_5_block_03
folder_5_frame_20,5,20,D:\iccd\data\20260319\5\20-Camera1[20600555].tif,train,target_member,folder_5_block_03
folder_5_frame_21,5,21,D:\iccd\data\20260319\5\21-Camera1[20600555].tif,train,target_member,folder_5_block_03
folder_5_frame_22,5,22,D:\iccd\data\20260319\5\22-Camera1[20600555].tif,train,target_member,folder_5_block_03
folder_5_frame_23,5,23,D:\iccd\data\20260319\5\23-Camera1[20600555].tif,train,target_member,folder_5_block_03
folder_5_frame_24,5,24,D:\iccd\data\20260319\5\24-Camera1[20600555].tif,train,target_member,folder_5_block_03
folder_5_frame_25,5,25,D:\iccd\data\20260319\5\25-Camera1[20600555].tif,train,target_member,folder_5_block_03
folder_5_frame_26,5,26,D:\iccd\data\20260319\5\26-Camera1[20600555].tif,train,target_member,folder_5_block_03
folder_5_frame_27,5,27,D:\iccd\data\20260319\5\27-Camera1[20600555].tif,train,target_member,folder_5_block_03
folder_5_frame_28,5,28,D:\iccd\data\20260319\5\28-Camera1[20600555].tif,train,input,folder_5_block_04
folder_5_frame_29,5,29,D:\iccd\data\20260319\5\29-Camera1[20600555].tif,train,target_member,folder_5_block_04
folder_5_frame_30,5,30,D:\iccd\data\20260319\5\30-Camera1[20600555].tif,train,target_member,folder_5_block_04
folder_5_frame_31,5,31,D:\iccd\data\20260319\5\31-Camera1[20600555].tif,train,target_member,folder_5_block_04
folder_5_frame_32,5,32,D:\iccd\data\20260319\5\32-Camera1[20600555].tif,train,target_member,folder_5_block_04
folder_5_frame_33,5,33,D:\iccd\data\20260319\5\33-Camera1[20600555].tif,train,target_member,folder_5_block_04
folder_5_frame_34,5,34,D:\iccd\data\20260319\5\34-Camera1[20600555].tif,train,target_member,folder_5_block_04
folder_5_frame_35,5,35,D:\iccd\data\20260319\5\35-Camera1[20600555].tif,train,target_member,folder_5_block_04
folder_5_frame_36,5,36,D:\iccd\data\20260319\5\36-Camera1[20600555].tif,train,target_member,folder_5_block_04
folder_5_frame_37,5,37,D:\iccd\data\20260319\5\37-Camera1[20600555].tif,train,input,folder_5_block_05
folder_5_frame_38,5,38,D:\iccd\data\20260319\5\38-Camera1[20600555].tif,train,target_member,folder_5_block_05
folder_5_frame_39,5,39,D:\iccd\data\20260319\5\39-Camera1[20600555].tif,train,target_member,folder_5_block_05
folder_5_frame_40,5,40,D:\iccd\data\20260319\5\40-Camera1[20600555].tif,train,target_member,folder_5_block_05
folder_5_frame_41,5,41,D:\iccd\data\20260319\5\41-Camera1[20600555].tif,train,target_member,folder_5_block_05
folder_5_frame_42,5,42,D:\iccd\data\20260319\5\42-Camera1[20600555].tif,train,target_member,folder_5_block_05
folder_5_frame_43,5,43,D:\iccd\data\20260319\5\43-Camera1[20600555].tif,train,target_member,folder_5_block_05
folder_5_frame_44,5,44,D:\iccd\data\20260319\5\44-Camera1[20600555].tif,train,target_member,folder_5_block_05
folder_5_frame_45,5,45,D:\iccd\data\20260319\5\45-Camera1[20600555].tif,train,target_member,folder_5_block_05
folder_5_frame_46,5,46,D:\iccd\data\20260319\5\46-Camera1[20600555].tif,train,input,folder_5_block_06
folder_5_frame_47,5,47,D:\iccd\data\20260319\5\47-Camera1[20600555].tif,train,target_member,folder_5_block_06
folder_5_frame_48,5,48,D:\iccd\data\20260319\5\48-Camera1[20600555].tif,train,target_member,folder_5_block_06
folder_5_frame_49,5,49,D:\iccd\data\20260319\5\49-Camera1[20600555].tif,train,target_member,folder_5_block_06
folder_5_frame_50,5,50,D:\iccd\data\20260319\5\50-Camera1[20600555].tif,train,target_member,folder_5_block_06
folder_5_frame_51,5,51,D:\iccd\data\20260319\5\51-Camera1[20600555].tif,train,target_member,folder_5_block_06
folder_5_frame_52,5,52,D:\iccd\data\20260319\5\52-Camera1[20600555].tif,train,target_member,folder_5_block_06
folder_5_frame_53,5,53,D:\iccd\data\20260319\5\53-Camera1[20600555].tif,train,target_member,folder_5_block_06
folder_5_frame_54,5,54,D:\iccd\data\20260319\5\54-Camera1[20600555].tif,train,target_member,folder_5_block_06
folder_5_frame_55,5,55,D:\iccd\data\20260319\5\55-Camera1[20600555].tif,train,input,folder_5_block_07
folder_5_frame_56,5,56,D:\iccd\data\20260319\5\56-Camera1[20600555].tif,train,target_member,folder_5_block_07
folder_5_frame_57,5,57,D:\iccd\data\20260319\5\57-Camera1[20600555].tif,train,target_member,folder_5_block_07
folder_5_frame_58,5,58,D:\iccd\data\20260319\5\58-Camera1[20600555].tif,train,target_member,folder_5_block_07
folder_5_frame_59,5,59,D:\iccd\data\20260319\5\59-Camera1[20600555].tif,train,target_member,folder_5_block_07
folder_5_frame_60,5,60,D:\iccd\data\20260319\5\60-Camera1[20600555].tif,train,target_member,folder_5_block_07
folder_5_frame_61,5,61,D:\iccd\data\20260319\5\61-Camera1[20600555].tif,train,target_member,folder_5_block_07
folder_5_frame_62,5,62,D:\iccd\data\20260319\5\62-Camera1[20600555].tif,train,target_member,folder_5_block_07
folder_5_frame_63,5,63,D:\iccd\data\20260319\5\63-Camera1[20600555].tif,train,target_member,folder_5_block_07
folder_5_frame_64,5,64,D:\iccd\data\20260319\5\64-Camera1[20600555].tif,train,input,folder_5_block_08
folder_5_frame_65,5,65,D:\iccd\data\20260319\5\65-Camera1[20600555].tif,train,target_member,folder_5_block_08
folder_5_frame_66,5,66,D:\iccd\data\20260319\5\66-Camera1[20600555].tif,train,target_member,folder_5_block_08
folder_5_frame_67,5,67,D:\iccd\data\20260319\5\67-Camera1[20600555].tif,train,target_member,folder_5_block_08
folder_5_frame_68,5,68,D:\iccd\data\20260319\5\68-Camera1[20600555].tif,train,target_member,folder_5_block_08
folder_5_frame_69,5,69,D:\iccd\data\20260319\5\69-Camera1[20600555].tif,train,target_member,folder_5_block_08
folder_5_frame_70,5,70,D:\iccd\data\20260319\5\70-Camera1[20600555].tif,train,target_member,folder_5_block_08
folder_5_frame_71,5,71,D:\iccd\data\20260319\5\71-Camera1[20600555].tif,train,target_member,folder_5_block_08
folder_5_frame_72,5,72,D:\iccd\data\20260319\5\72-Camera1[20600555].tif,train,target_member,folder_5_block_08
folder_5_frame_73,5,73,D:\iccd\data\20260319\5\73-Camera1[20600555].tif,train,input,folder_5_block_09
folder_5_frame_74,5,74,D:\iccd\data\20260319\5\74-Camera1[20600555].tif,train,target_member,folder_5_block_09
folder_5_frame_75,5,75,D:\iccd\data\20260319\5\75-Camera1[20600555].tif,train,target_member,folder_5_block_09
folder_5_frame_76,5,76,D:\iccd\data\20260319\5\76-Camera1[20600555].tif,train,target_member,folder_5_block_09
folder_5_frame_77,5,77,D:\iccd\data\20260319\5\77-Camera1[20600555].tif,train,target_member,folder_5_block_09
folder_5_frame_78,5,78,D:\iccd\data\20260319\5\78-Camera1[20600555].tif,train,target_member,folder_5_block_09
folder_5_frame_79,5,79,D:\iccd\data\20260319\5\79-Camera1[20600555].tif,train,target_member,folder_5_block_09
folder_5_frame_80,5,80,D:\iccd\data\20260319\5\80-Camera1[20600555].tif,train,target_member,folder_5_block_09
folder_5_frame_81,5,81,D:\iccd\data\20260319\5\81-Camera1[20600555].tif,train,target_member,folder_5_block_09
folder_5_frame_82,5,82,D:\iccd\data\20260319\5\82-Camera1[20600555].tif,train,input,folder_5_block_10
folder_5_frame_83,5,83,D:\iccd\data\20260319\5\83-Camera1[20600555].tif,train,target_member,folder_5_block_10
folder_5_frame_84,5,84,D:\iccd\data\20260319\5\84-Camera1[20600555].tif,train,target_member,folder_5_block_10
folder_5_frame_85,5,85,D:\iccd\data\20260319\5\85-Camera1[20600555].tif,train,target_member,folder_5_block_10
folder_5_frame_86,5,86,D:\iccd\data\20260319\5\86-Camera1[20600555].tif,train,target_member,folder_5_block_10
folder_5_frame_87,5,87,D:\iccd\data\20260319\5\87-Camera1[20600555].tif,train,target_member,folder_5_block_10
folder_5_frame_88,5,88,D:\iccd\data\20260319\5\88-Camera1[20600555].tif,train,target_member,folder_5_block_10
folder_5_frame_89,5,89,D:\iccd\data\20260319\5\89-Camera1[20600555].tif,train,target_member,folder_5_block_10
folder_5_frame_90,5,90,D:\iccd\data\20260319\5\90-Camera1[20600555].tif,train,target_member,folder_5_block_10
folder_5_frame_91,5,91,D:\iccd\data\20260319\5\91-Camera1[20600555].tif,train,input,folder_5_block_11
folder_5_frame_92,5,92,D:\iccd\data\20260319\5\92-Camera1[20600555].tif,train,target_member,folder_5_block_11
folder_5_frame_93,5,93,D:\iccd\data\20260319\5\93-Camera1[20600555].tif,train,target_member,folder_5_block_11
folder_5_frame_94,5,94,D:\iccd\data\20260319\5\94-Camera1[20600555].tif,train,target_member,folder_5_block_11
folder_5_frame_95,5,95,D:\iccd\data\20260319\5\95-Camera1[20600555].tif,train,target_member,folder_5_block_11
folder_5_frame_96,5,96,D:\iccd\data\20260319\5\96-Camera1[20600555].tif,train,target_member,folder_5_block_11
folder_5_frame_97,5,97,D:\iccd\data\20260319\5\97-Camera1[20600555].tif,train,target_member,folder_5_block_11
folder_5_frame_98,5,98,D:\iccd\data\20260319\5\98-Camera1[20600555].tif,train,target_member,folder_5_block_11
folder_5_frame_99,5,99,D:\iccd\data\20260319\5\99-Camera1[20600555].tif,train,target_member,folder_5_block_11
folder_5_frame_100,5,100,D:\iccd\data\20260319\5\100-Camera1[20600555].tif,train,input,folder_5_block_12
folder_5_frame_101,5,101,D:\iccd\data\20260319\5\101-Camera1[20600555].tif,train,target_member,folder_5_block_12
folder_5_frame_102,5,102,D:\iccd\data\20260319\5\102-Camera1[20600555].tif,train,target_member,folder_5_block_12
folder_5_frame_103,5,103,D:\iccd\data\20260319\5\103-Camera1[20600555].tif,train,target_member,folder_5_block_12
folder_5_frame_104,5,104,D:\iccd\data\20260319\5\104-Camera1[20600555].tif,train,target_member,folder_5_block_12
folder_5_frame_105,5,105,D:\iccd\data\20260319\5\105-Camera1[20600555].tif,train,target_member,folder_5_block_12
folder_5_frame_106,5,106,D:\iccd\data\20260319\5\106-Camera1[20600555].tif,train,target_member,folder_5_block_12
folder_5_frame_107,5,107,D:\iccd\data\20260319\5\107-Camera1[20600555].tif,train,target_member,folder_5_block_12
folder_5_frame_108,5,108,D:\iccd\data\20260319\5\108-Camera1[20600555].tif,train,target_member,folder_5_block_12
folder_5_frame_109,5,109,D:\iccd\data\20260319\5\109-Camera1[20600555].tif,train,input,folder_5_block_13
folder_5_frame_110,5,110,D:\iccd\data\20260319\5\110-Camera1[20600555].tif,train,target_member,folder_5_block_13
folder_5_frame_111,5,111,D:\iccd\data\20260319\5\111-Camera1[20600555].tif,train,target_member,folder_5_block_13
folder_5_frame_112,5,112,D:\iccd\data\20260319\5\112-Camera1[20600555].tif,train,target_member,folder_5_block_13
folder_5_frame_113,5,113,D:\iccd\data\20260319\5\113-Camera1[20600555].tif,train,target_member,folder_5_block_13
folder_5_frame_114,5,114,D:\iccd\data\20260319\5\114-Camera1[20600555].tif,train,target_member,folder_5_block_13
folder_5_frame_115,5,115,D:\iccd\data\20260319\5\115-Camera1[20600555].tif,train,target_member,folder_5_block_13
folder_5_frame_116,5,116,D:\iccd\data\20260319\5\116-Camera1[20600555].tif,train,target_member,folder_5_block_13
folder_5_frame_117,5,117,D:\iccd\data\20260319\5\117-Camera1[20600555].tif,train,target_member,folder_5_block_13
folder_5_frame_118,5,118,D:\iccd\data\20260319\5\118-Camera1[20600555].tif,train,input,folder_5_block_14
folder_5_frame_119,5,119,D:\iccd\data\20260319\5\119-Camera1[20600555].tif,train,target_member,folder_5_block_14
folder_5_frame_120,5,120,D:\iccd\data\20260319\5\120-Camera1[20600555].tif,train,target_member,folder_5_block_14
folder_5_frame_121,5,121,D:\iccd\data\20260319\5\121-Camera1[20600555].tif,train,target_member,folder_5_block_14
folder_5_frame_122,5,122,D:\iccd\data\20260319\5\122-Camera1[20600555].tif,train,target_member,folder_5_block_14
folder_5_frame_123,5,123,D:\iccd\data\20260319\5\123-Camera1[20600555].tif,train,target_member,folder_5_block_14
folder_5_frame_124,5,124,D:\iccd\data\20260319\5\124-Camera1[20600555].tif,train,target_member,folder_5_block_14
folder_5_frame_125,5,125,D:\iccd\data\20260319\5\125-Camera1[20600555].tif,train,target_member,folder_5_block_14
folder_5_frame_126,5,126,D:\iccd\data\20260319\5\126-Camera1[20600555].tif,train,target_member,folder_5_block_14
folder_5_frame_127,5,127,D:\iccd\data\20260319\5\127-Camera1[20600555].tif,train,input,folder_5_block_15
folder_5_frame_128,5,128,D:\iccd\data\20260319\5\128-Camera1[20600555].tif,train,target_member,folder_5_block_15
folder_5_frame_129,5,129,D:\iccd\data\20260319\5\129-Camera1[20600555].tif,train,target_member,folder_5_block_15
