source_pair_key,clean_path,split,source_device,source_exposure,dtype,shape,raw_min_dn,raw_max_dn,raw_mean_dn,raw_std_dn,raw_p1_dn,raw_p50_dn,raw_p99_dn,raw_zero_ratio,raw_saturation_ratio,crop_size,crop_top,crop_left,dark_offset_median_dn,valid_fraction,corrected_mean_norm,corrected_std_norm,corrected_p1_norm,corrected_p50_norm,corrected_p99_norm,corrected_zero_ratio,corrected_saturation_ratio,corrected_high_frequency_std_norm,warning_flags,sha256
15ms_to_500ms_046,F:\目标传感器噪声参数估计\data\500ms\P251621360046.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17095.720175027847,7064.763974063031,7351.0,15209.0,39617.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0012348464224487543,0.012745301239192486,0.0,0.0,0.03646035119891167,0.9879875183105469,0.0,0.0032727320212870836,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,dfa766adef5f1dd3eee4e734eada75c72ebace30dd1f4047f418a23ace372c99
15ms_to_500ms_047,F:\目标传感器噪声参数估计\data\500ms\P251621360047.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17111.76168370247,7059.503967049206,7365.0,15230.0,39595.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0012374301441013813,0.012791670858860016,0.0,0.0,0.036044273525476456,0.9881324768066406,0.0,0.0032138973474502563,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,0a5191d88c7a85afa1a4102c8945cff36f44ebb5cab311a4443905aa141c0092
15ms_to_500ms_048,F:\目标传感器噪声参数估计\data\500ms\P251621370048.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17111.512144327164,7066.58468506665,7362.0,15225.0,39632.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0012456749100238085,0.012920130975544453,0.0,0.0,0.03646533563733101,0.9880561828613281,0.0,0.003234866773709655,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,5d2b83eaa00bdcc33ed0d6fd4d13064a9de7eda2b0ce31e9ae1510128f329b4f
15ms_to_500ms_049,F:\目标传感器噪声参数估计\data\500ms\P251621370049.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17116.44657588005,7067.361988185224,7354.0,15237.0,39643.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0012358408421278,0.012772077694535255,0.0,0.0,0.0362054780125618,0.9879570007324219,0.0,0.0032431914005428553,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,3ad376e0eb6f7cff9b6415cf55b35c4a062deadb97e8091517a9acab3461d13c
15ms_to_500ms_050,F:\目标传感器噪声参数估计\data\500ms\P251621380050.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17097.260502576828,7063.921610822117,7340.0,15221.0,39623.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0012567283120006323,0.01299968920648098,0.0,0.0,0.03652751073241234,0.9882240295410156,0.0,0.0032926839776337147,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,63a97b6c9a8b9b7bd50768c2b46dbb8f61e22877c85febd648f0d7a1fdd8daa3
15ms_to_500ms_051,F:\目标传感器噪声参数估计\data\500ms\P251621380051.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17092.976647377014,7061.545879861041,7336.0,15200.0,39601.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0012566171353682876,0.012977400794625282,0.0,0.0,0.03702184557914734,0.9881019592285156,0.0,0.0032677226699888706,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,7b3cb9ca2e76630b748a095e3ca86bb3a8ce4c1ad6fa4c1a74689114e651d097
15ms_to_500ms_052,F:\目标传感器噪声参数估计\data\500ms\P251621390052.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17119.06808233261,7060.657261400779,7359.0,15245.0,39647.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0012319083325564861,0.01273165550082922,0.0,0.0,0.03725903108716011,0.9878921508789062,0.0,0.0031905025243759155,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,c53d3811c637383c24f6bf2fc2e55533bfb795affd1de671905cdaa127e241d9
15ms_to_500ms_053,F:\目标传感器噪声参数估计\data\500ms\P251621390053.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17123.410274028778,7042.286531364925,7417.0,15237.0,39623.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0012723614927381277,0.013098071329295635,0.0,0.0,0.037956565618515015,0.9879646301269531,0.0,0.0032932620961219072,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,2422c0b8c94918bc586a66fbe45d12cfb5dfc216b1ca9e3530ddd19a54ff85f8
15ms_to_500ms_054,F:\目标传感器噪声参数估计\data\500ms\P251621400054.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17109.967408180237,7068.666832761931,7356.0,15227.0,39649.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.001278043957427144,0.013131682761013508,0.0,0.0,0.04127848520874977,0.9880256652832031,0.0,0.0032923314720392227,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,aafe087e83fdac886ec774a94a239e2e285f6f362d8b8b2ae8777e3f6af46d96
15ms_to_500ms_055,F:\目标传感器噪声参数估计\data\500ms\P251621400055.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17112.454879283905,7064.475264944681,7356.0,15236.0,39657.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0012260309886187315,0.012782089412212372,0.0,0.0,0.03395933657884598,0.9882431030273438,0.0,0.0032386418897658587,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,210bc2148032d27650103837e1ab88f15a21e145d7a7131c7f62b86898cfd9d1
15ms_to_500ms_056,F:\目标传感器噪声参数估计\data\500ms\P251621410056.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17110.675096273422,7067.595925225791,7349.0,15233.0,39636.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0012386320158839226,0.012865010648965836,0.0,0.0,0.03430131450295448,0.9880943298339844,0.0,0.0032744407653808594,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,77248521468a2565006819c18e4d9f8795127e3fafd89b65f1b5c9d2121afa75
15ms_to_500ms_057,F:\目标传感器噪声参数估计\data\500ms\P251621410057.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17121.368673324585,7055.446162389082,7381.0,15237.0,39646.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0012481650337576866,0.012908024713397026,0.0,0.0,0.03549662604928017,0.988037109375,0.0,0.0033208015374839306,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,f82c419c39cff79029799b90e54e1a69d78f5876310a351b83ea80efe6634116
15ms_to_500ms_058,F:\目标传感器噪声参数估计\data\500ms\P251621420058.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17062.2136926651,7056.588986358916,7322.0,15185.0,39581.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0012211088323965669,0.012700026854872704,0.0,0.0,0.033984988927841187,0.9881858825683594,0.0,0.0032302741892635822,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,23cfd970fcb9d4cee45fdd4f7f64453ccbe5667f73d86d32e0c61fb73520641a
15ms_to_500ms_059,F:\目标传感器噪声参数估计\data\500ms\P251621420059.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17086.7165350914,7054.285041689998,7355.0,15199.0,39607.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0012381132692098618,0.012794341892004013,0.0,0.0,0.036246392875909805,0.987945556640625,0.0,0.0032050437293946743,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,563260890a53d7f2d62cadff93437d9e04e116a04b85fa41e5817d170a16c7bd
15ms_to_500ms_060,F:\目标传感器噪声参数估计\data\500ms\P251621430060.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17109.086972475052,7065.378295248438,7343.0,15234.0,39644.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0012464934261515737,0.012905777432024479,0.0,0.0,0.039526913315057755,0.9880752563476562,0.0,0.0033148268703371286,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,9a3fa624a04c0aac4c3d63ddc70af230ef567d98f6b655e906c02b60038e87b3
15ms_to_500ms_061,F:\目标传感器噪声参数估计\data\500ms\P251621430061.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17076.972855091095,7068.152372538951,7327.0,15190.0,39643.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0012503702891990542,0.012875850312411785,0.0,0.0,0.03941468149423599,0.9880104064941406,0.0,0.00330391270108521,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,28f928f6fc9d1cba6ef76a37e50564aabdcc5ff73ff602c447aa664aca7fb6c4
15ms_to_500ms_062,F:\目标传感器噪声参数估计\data\500ms\P251621440062.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17098.97938489914,7062.435800476343,7343.0,15217.0,39603.96999999974,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.001231675618328154,0.012819965369999409,0.0,0.0,0.03400854393839836,0.9881095886230469,0.0,0.003246421692892909,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,6636dfeb852ac2bf0586c2366d337a9f29c0ef67ed340d289470ba45a88ef109
15ms_to_500ms_063,F:\目标传感器噪声参数估计\data\500ms\P251621440063.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17097.874079465866,7052.274682324895,7375.0,15212.0,39631.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0012383096618577838,0.012836064212024212,0.0,0.0,0.035726990550756454,0.9881439208984375,0.0,0.0032227213960140944,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,61f607f7ae1ec8a287105e06cc3dda01a816e3fde5a8b5ec05127e22b36717c5
15ms_to_500ms_064,F:\目标传感器噪声参数估计\data\500ms\P251621450064.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17089.19917345047,7051.082452268857,7370.0,15210.0,39600.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0012375414371490479,0.012844693847000599,0.0,0.0,0.03345269337296486,0.9880561828613281,0.0,0.0032923894468694925,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,cf0b0c9fc48c2714edce3f2bd8ee58ccbe6576f1a67db475c8a3eb9f41231e3f
15ms_to_500ms_065,F:\目标传感器噪声参数估计\data\500ms\P251621450065.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17101.285124063492,7053.906616665945,7370.0,15213.0,39575.96999999974,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0011785343522205949,0.012349496595561504,0.0,0.0,0.03011413849890232,0.9884147644042969,0.0,0.0031642718240618706,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,6664cd851a07a32b55f889de14cb1c8a40d385cf8595666ef0f150132261eb1b
15ms_to_500ms_066,F:\目标传感器噪声参数估计\data\500ms\P251621460066.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17050.036566495895,7039.306549574872,7333.0,15166.0,39537.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.001171981217339635,0.012419842183589935,0.0,0.0,0.026538172736763954,0.9885292053222656,0.0,0.003189787967130542,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,02c46a70fc25bd849903958a1efe98f69fa2496d2391c181c61dee187bebe4c7
15ms_to_500ms_067,F:\目标传感器噪声参数估计\data\500ms\P251621460067.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17097.81686925888,7046.6036921380555,7352.0,15215.0,39498.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0011360731441527605,0.012021146714687347,0.0,0.0,0.027704330161213875,0.9884223937988281,0.0,0.003143461188301444,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,2b3c728264962b69219c0c2b246490991b8a39f47eae5a04d63bfbad009240e0
15ms_to_500ms_068,F:\目标传感器噪声参数估计\data\500ms\P251621470068.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17086.696513414383,7053.468207126937,7353.0,15199.0,39470.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0011801300570368767,0.01235795859247446,0.0,0.0,0.02940012328326702,0.9884147644042969,0.0,0.003188013331964612,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,89e27d674b8fb8ec3dad23bdac591203364adf0717352535dd909a01e3b7cb31
15ms_to_500ms_069,F:\目标传感器噪声参数估计\data\500ms\P251621480069.tif,val,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17091.220721006393,7041.6751888583585,7370.0,15191.0,39528.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.001200149767100811,0.012453143484890461,0.0,0.0,0.035547979176044464,0.988006591796875,0.0,0.003212166950106621,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,664e781cb0d7a318f90086fcb024061b39deaceaa5e970c3c266a774b79d5f1b
15ms_to_500ms_070,F:\目标传感器噪声参数估计\data\500ms\P251621480070.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17110.61727809906,7059.614288175357,7341.0,15221.0,39509.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0011827752459794283,0.012448737397789955,0.0,0.0,0.028875218704342842,0.9882965087890625,0.0,0.003209901275113225,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,bf666a0891bd11532ffbc036122600e2a706637e2f9fa407a5cb4a6cf50e1724
15ms_to_500ms_071,F:\目标传感器噪声参数估计\data\500ms\P251621500071.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17128.98366689682,7057.682357190638,7381.0,15242.0,39463.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.00118707912042737,0.012486291117966175,0.0,0.0,0.029276765882968903,0.9883499145507812,0.0,0.003131632460281253,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,813d00f8216945b1af0e458e1baa3278356a6716c4200ed2ffaee4031b646d85
15ms_to_500ms_072,F:\目标传感器噪声参数估计\data\500ms\P251621510072.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17110.773437023163,7059.41418751691,7348.0,15223.0,39537.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0012011314975097775,0.012531306594610214,0.0,0.0,0.032524123787879944,0.9882011413574219,0.0,0.0032757031731307507,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,5f6ff78994ab68eb4f64bd0a8d2727e2c8f4a4967f63f499d314740779a6b201
15ms_to_500ms_073,F:\目标传感器噪声参数估计\data\500ms\P251621510073.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17079.7434091568,7040.477356154635,7360.0,15197.0,39560.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0011539625702425838,0.01217044610530138,0.0,0.0,0.029019776731729507,0.9883651733398438,0.0,0.0031515194568783045,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,bf0fdae7addedf1cd4f8832515a618d14cc066cad4615ea621117c4da27b486b
15ms_to_500ms_074,F:\目标传感器噪声参数估计\data\500ms\P251621520074.tif,test,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17089.115023374557,7059.674342236134,7348.0,15199.0,39533.96999999974,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0012096146820113063,0.012590638361871243,0.0,0.0,0.03252590075135231,0.9881668090820312,0.0,0.0032234492246061563,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,e1caec4480b61da41209cbc0e50606e4a35aba90cc3007e51787c017f57f59a1
15ms_to_500ms_075,F:\目标传感器噪声参数估计\data\500ms\P251621520075.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17137.456246614456,7052.892967488437,7396.0,15251.0,39582.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0012292676838114858,0.012720730155706406,0.0,0.0,0.037204451858997345,0.9880714416503906,0.0,0.003275043098255992,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,c3d7f558423ca717ad2d8ed958171b42cdc882a30211bf96a403e12531478c7e
15ms_to_500ms_076,F:\目标传感器噪声参数估计\data\500ms\P251621530076.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17098.940797805786,7044.1626471848385,7360.0,15215.0,39592.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0012337426887825131,0.012851503677666187,0.0,0.0,0.03300875052809715,0.988250732421875,0.0,0.0032740358728915453,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,59f21143a38eba488b9049ec54e410b8c4e8b394d36808534b98cb691a28e727
15ms_to_500ms_077,F:\目标传感器噪声参数估计\data\500ms\P251621530077.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17056.85780954361,7056.479785257677,7320.0,15177.0,39569.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0011903850827366114,0.01250100415199995,0.0,0.0,0.027540400624275208,0.98828125,0.0,0.003181069390848279,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,7ccc9c07a62fb7773a8042c80e204819e703ad342d2eeec6ff7277314d25bca5
15ms_to_500ms_078,F:\目标传感器噪声参数估计\data\500ms\P251621540078.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17105.27984380722,7061.795181724501,7352.0,15213.0,39561.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.001243135193362832,0.012903778813779354,0.0,0.0,0.03693113103508949,0.9882850646972656,0.0,0.0032204193994402885,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,5315e9cebc56b570be1b3553d99d7b20cec839b46df438d886d0b23bad32475f
15ms_to_500ms_079,F:\目标传感器噪声参数估计\data\500ms\P251621540079.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17107.850813388824,7053.61660474864,7381.0,15214.0,39564.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.001239048084244132,0.012851458042860031,0.0,0.0,0.03541780635714531,0.9881553649902344,0.0,0.003188440576195717,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,aa25ba90cffa8319ff36e73836dee9ab6f2a3b519bdf940a5c9d214654aa7fda
15ms_to_500ms_080,F:\目标传感器噪声参数估计\data\500ms\P251621550080.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17109.865620851517,7059.8223494811,7352.0,15222.0,39544.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.001205015811137855,0.01264213677495718,0.0,0.0,0.030709266662597656,0.9883537292480469,0.0,0.003296571085229516,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,12d515bdd6b81783642acd445adc24da0b5f053d7c4082a18baca947c4f431f0
15ms_to_500ms_081,F:\目标传感器噪声参数估计\data\500ms\P251621550081.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17115.504875421524,7059.634889665019,7353.0,15236.0,39591.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0012198274489492178,0.01267235353589058,0.0,0.0,0.034118492156267166,0.9881401062011719,0.0,0.00322550255805254,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,46fb0b17ecc1cc1d575b425767b96361eaab21b58026136b4e15ba1ae5e23f89
15ms_to_500ms_082,F:\目标传感器噪声参数估计\data\500ms\P251621560082.tif,test,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17098.552883148193,7060.252134903565,7341.0,15215.0,39599.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0012070878874510527,0.012610571458935738,0.0,0.0,0.03207281231880188,0.98822021484375,0.0,0.003290531225502491,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,edb02518e6ec8606941ac70dd33b4e4d7a1b6c1bef7bf8720a7898efc291d56c
15ms_to_500ms_083,F:\目标传感器噪声参数估计\data\500ms\P251621560083.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17076.629899263382,7058.261359160126,7325.0,15187.0,39556.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.001196485129185021,0.012505830265581608,0.0,0.0,0.032947152853012085,0.98809814453125,0.0,0.0031727664172649384,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,b6be624c2af690553efaaceb9352173476e8d4ec70f6328f0265df168eb72bf0
15ms_to_500ms_084,F:\目标传感器噪声参数估计\data\500ms\P251621570084.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17078.450685739517,7051.227467007781,7347.0,15182.0,39537.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0011971115600317717,0.012574626132845879,0.0,0.0,0.02895437367260456,0.988311767578125,0.0,0.0032128000166267157,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,3822cb361cbff2e6050d0824da5320aab873d44b244f61cfe122640e12b73bb6
15ms_to_500ms_085,F:\目标传感器噪声参数估计\data\500ms\P251621570085.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17097.188653945923,7063.824894007162,7341.0,15208.0,39553.96999999974,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.001217633136548102,0.012736001051962376,0.0,0.0,0.029541708528995514,0.9883575439453125,0.0,0.003277148585766554,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,6f00ad96a022cb36e907f9b8dce7bc66428c333ed21da120e1f57f31f887ccb0
15ms_to_500ms_086,F:\目标传感器噪声参数估计\data\500ms\P251621580086.tif,val,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17145.6234459877,7058.378656261276,7397.0,15251.0,39559.96999999974,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0012433791998773813,0.012851139530539513,0.0,0.0,0.036257725208997726,0.9881553649902344,0.0,0.003295154543593526,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,b8fd37abccef9029bda632dde7dccb1ca77512976e84fcf4dad556412a3a3dd8
15ms_to_500ms_087,F:\目标传感器噪声参数估计\data\500ms\P251622000087.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17098.638480901718,7058.514639211344,7362.0,15215.0,39616.96999999974,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.001200577593408525,0.012552004307508469,0.0,0.0,0.030879253521561623,0.9883041381835938,0.0,0.0032083673868328333,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,4673a76b46eceb960c3cff4caf31618877b174d259f5cd3f05d66f6d347bc6cd
15ms_to_500ms_088,F:\目标传感器噪声参数估计\data\500ms\P251622000088.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17117.751804351807,7048.595583405761,7390.0,15227.0,39571.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0012029513018205762,0.012575226835906506,0.0,0.0,0.031509000808000565,0.9882316589355469,0.0,0.0032336676958948374,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,ec3826d99261c49304ff1d17a9c047bddc5d422fd5e37e9c2bd0b4d84b7a4177
15ms_to_500ms_089,F:\目标传感器噪声参数估计\data\500ms\P251622010089.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17084.958137512207,7050.576404896002,7347.0,15204.0,39552.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.0012062935857102275,0.012554554268717766,0.0,0.0,0.033353500068187714,0.9884033203125,0.0,0.0032178533729165792,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,442f902bb0636da20fd64237511becf3bafc48f97b72ba9228e0cb3d57d03eec
15ms_to_500ms_090,F:\目标传感器噪声参数估计\data\500ms\P251622010090.tif,val,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17076.279202461243,7060.0524833690515,7324.0,15180.0,39617.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.001207084977068007,0.012556929141283035,0.0,0.0,0.03438851237297058,0.9881515502929688,0.0,0.0031742402352392673,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,cacf549f7e1db7582e409b57ada6f0bb28c00daa8862c5b9d5ee31286ea773a4
15ms_to_500ms_091,F:\目标传感器噪声参数估计\data\500ms\P251622020091.tif,train,sCMOS,500ms,uint16,2048x2048,1.0,65535.0,17090.107409000397,7058.316386692207,7341.0,15195.0,39566.0,0.0,0.00048422813415527344,512,768,768,27395.421875,0.998748779296875,0.001185635570436716,0.01242371741682291,0.0,0.0,0.03220919147133827,0.988250732421875,0.0,0.0032723008189350367,dark_offset_correction_required;corrected_zero_clipping_gt_1pct;single_scmos_frame_contains_unresolved_sensor_noise,e4a43968f31edfcbc4170be6bb060edf3e3d240751a8aa56058ede52ed5916eb
